x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
3616.989423437537,16232.597273802481,7215.015390355529,16579.826465062913,7934.365111802291,6797.765281286413,52429.95771610669,859.7268080330335,11833.871652901638,9213.00752857733,29562.285088187054,28111.50791414668,4451.3418361442855,15416.577455212471,37874.99195386243,1551.6142108396289,1695.0627688264426
3533.4355661334616,16022.076621910634,7149.690201266621,16222.006614483518,7710.872623301789,6694.53801449988,50276.06494140042,852.2533712321771,11464.06767896782,8971.88520634841,28424.777063409732,27042.700057402762,4364.964110572323,15273.234963402734,35573.66399151513,1507.0119008292052,1704.9163266011165
3524.739278109889,15777.899352399836,7127.023748916999,16144.203404004966,7726.512879553701,6688.266754510803,49993.56661056168,856.9997058067153,11422.712734128503,8956.52016372991,28193.65899192746,26664.527120163722,4340.213285754495,15254.115089524636,34568.514309290884,1501.704411268287,1716.8932688327552
3524.739278109889,15753.286773412285,7127.023748916999,16144.203404004966,7726.512879553701,6686.692173913718,50389.91162528742,875.3095970714479,11428.820963463222,8997.634004705928,28193.65899192746,26698.00827896797,4337.136847027811,15258.380979888887,34278.345388176225,1501.704411268287,1843.4604278913798
3698.760620942359,15970.237738733314,7531.395443837167,16883.949625597073,8552.417444085648,6943.976207861423,53260.17331426757,906.9672394969153,11814.960899571284,9482.73159633339,29250.81785116255,27512.35317770833,4561.096922306324,15356.212734591896,34278.345388176225,1562.9310282870172,2194.7364130175774
4246.736003411481,17505.911181381132,8748.782110837721,18907.047312034956,9785.448449369262,7983.735237442716,58753.72625158527,1004.5193722803306,13391.289118617864,10696.0920836406,33674.77486152147,29554.01378921265,5347.322966556219,16757.957304359697,36064.18143954432,1787.4637662907028,2264.7076729447213
4659.8727152463125,18346.533870367108,9601.777714755275,19987.522085743,10594.004541997634,8732.698864069656,65907.99726725291,1111.6622518731042,15297.688192966356,11868.357421479785,39427.500541454574,32477.589037331185,5825.822154852543,17491.5098126457,42458.80317896589,1982.6881650272721,2238.8598505310124
4863.515324353274,18400.46844312098,9914.216397020253,20416.124197184152,10746.359521140275,9071.120481405951,71095.25815820019,1163.2640472013663,16253.76204775844,12570.026662640841,42554.504295171406,35599.963711667006,5989.405832970391,17102.57118155258,46022.45325528012,2050.97056473137,2209.401612902751
4917.524722637237,18169.12629113849,10003.72769813128,20640.44863504651,10606.582427865314,9181.70105311207,71785.36337265109,1174.8959305623903,16573.73585791822,12696.50960501184,44764.03093984223,38107.74825484648,6025.095914217419,16878.433127653618,48598.921624762115,2074.79681431383,2204.9613149580778
4932.399483736075,18250.99358029895,10035.877752018705,20862.71799318745,10508.277670246258,9179.168914621085,71795.45322349557,1177.318916908683,16656.08047142401,12705.015487248074,45505.66606918054,38408.601974509336,6035.583305458569,16947.384366689148,49723.25222047711,2079.4587209589918,2197.4193539394987
