"wof_EHCF_at"	"wof_EHCF_balt"	"wof_EHCF_be"	"wof_EHCF_de"	"wof_EHCF_dk"	"wof_EHCF_es"	"wof_EHCF_fr"	"wof_EHCF_nl"	"wof_EHCF_no"	"wof_EHCF_se"	"wof_EHCF_uk"
0.47269386	0.4946925	0.5346068	0.49836153	0.56833243	0.60871357	0.63851	0.6893124	0.7388787	0.6043538	0.5471832
0.585629	0.6672301	0.6295134	0.6268786	0.6401681	0.6106992	0.6254084	0.66283786	0.6853555	0.6820854	0.632009
0.6198581	0.59295446	0.55777925	0.42125937	0.318315	0.2661983	0.24978872	0.21046343	0.1839233	0.1828121	0.15326916
0.13430788	0.11896742	0.10719933	0.07450453	0.09039002	0.10957129	0.13178806	0.2219311	0.30892766	0.40163842	0.47820944
0.5073309	0.51378924	0.49946725	0.46756923	0.38172838	0.34481668	0.23852816	0.18689579	0.22653581	0.30142397	0.3269984
0.32837057	0.35189602	0.3883757	0.40635043	0.343823	0.29916584	0.23419362	0.22612916	0.223854	0.21765625	0.17498875
0.12409211	0.10373989	0.07794916	0.055720996	0.043704614	0.046295233	0.048336875	0.053073782	0.05582338	0.061905663	0.06268618
0.056456566	0.05157165	0.043760482	0.038803257	0.038916305	0.036156278	0.03524124	0.044183325	0.07289693	0.072379425	0.082769945
0.09916201	0.10136773	0.09848472	0.094132096	0.082646705	0.07079407	0.05672668	0.041545346	0.029174907	0.018530292	0.022976046
0.042115692	0.0819971	0.15348326	0.28035325	0.36107132	0.37311932	0.38685623	0.42661884	0.5009003	0.5780799	0.55995816
0.6833549	0.764622	0.7882452	0.7787784	0.7526496	0.71212256	0.6745642	0.6570443	0.6558357	0.6479201	0.6103866
0.5039235	0.5026098	0.47857523	0.41988856	0.3939045	0.38671982	0.40294573	0.4434671	0.45952043	0.48602858	0.46842036
0.42645282	0.4197786	0.35781664	0.30315736	0.2564923	0.22311927	0.18665555	0.15906161	0.15471312	0.16057892	0.1445716
0.12535076	0.12356107	0.09495022	0.07738031	0.07485648	0.0791294	0.08540099	0.09267669	0.08980317	0.086702615	0.082337655
0.07941315	0.064788006	0.050373483	0.03291006	0.028901944	0.021533486	0.018002257	0.017640054	0.019369006	0.022575812	0.027621936
0.030250186	0.03196068	0.0270264	0.02031555	0.022831986	0.017854655	0.0159583	0.013163991	0.009285803	0.007574197	0.007885073
0.009741471	0.012908303	0.016674776	0.017276667	0.014868509	0.016257236	0.017789263	0.024632597	0.02926116	0.036466315	0.05051861
0.0694034	0.088913634	0.08637599	0.08129486	0.07868806	0.075966075	0.062587515	0.06473143	0.06528036	0.07170612	0.08234037
0.094911896	0.10264577	0.106537074	0.11464987	0.12720998	0.14594662	0.17183937	0.2194396	0.23251484	0.22278795	0.20636974
0.19489175	0.17477438	0.17203225	0.1781138	0.17833476	0.17990899	0.19115274	0.20048882	0.13508318	0.15978944	0.18815628
0.20520371	0.2074889	0.20737056	0.17988259	0.15569186	0.14443922	0.14390954	0.14105572	0.12840708	0.084461205	0.06661014
0.056608044	0.05896843	0.064207666	0.06312744	0.05510393	0.03307784	0.020164832	0.012535416	0.007980942	0.007078139	0.0038816046
0.006041523	0.007905294	0.008554621	0.009797556	0.009400425	0.009089753	0.010940846	0.01783125	0.025693988	0.03759959	0.04514897
0.05175819	0.046858363	0.038364626	0.029379366	0.022961834	0.02104336	0.022653468	0.027161898	0.031797145	0.037764035	0.04460714
0.05247093	0.037325434	0.041609827	0.043468535	0.05326609	0.07042902	0.09291513	0.12371769	0.14503151	0.1668385	0.1832547
0.20448676	0.21907178	0.15684275	0.11115231	0.10513886	0.10516135	0.08573762	0.07680246	0.093103245	0.11941686	0.12661152
0.09903598	0.08567465	0.08967783	0.117677175	0.10927631	0.13795292	0.17178017	0.20952089	0.26919597	0.30670315	0.3003995
0.28030342	0.26609907	0.26924962	0.26676297	0.23086149	0.20545907	0.15692276	0.1290458	0.14518389	0.15816715	0.13362585
0.11345706	0.106628396	0.08555646	0.061626256	0.044067737	0.024349647	0.015299558	0.011478841	0.01088898	0.008026013	0.00621801
0.0069771004	0.007313945	0.008752529	0.013247386	0.013233524	0.013349425	0.014576392	0.018205285	0.019692058	0.01943131	0.02148811
0.018044066	0.020556444	0.033775296	0.041238125	0.04595374	0.05750852	0.06345588	0.06603549	0.06269643	0.09398661	0.116368614
0.1273945	0.11988887	0.093326226	0.080465905	0.07477105	0.071195535	0.0801995	0.08651015	0.12366696	0.12751947	0.15053262
0.15367123	0.17562518	0.19339815	0.18228632	0.18629265	0.19120213	0.17677025	0.16841976	0.15223031	0.10587766	0.09624795
0.10439231	0.112690225	0.112991445	0.116828695	0.13050584	0.14726923	0.15773094	0.18599747	0.20124453	0.20404972	0.15101258
0.1381249	0.10585214	0.08834489	0.088291064	0.0972857	0.10111897	0.08897537	0.081058286	0.07814505	0.07606419	0.06851122
0.061090272	0.06666075	0.07327145	0.07854517	0.08321181	0.09184763	0.09208092	0.08782612	0.07332377	0.061078895	0.05462944
0.047144447	0.040045563	0.032907683	0.02881132	0.02608754	0.023508077	0.018453708	0.016398575	0.013129921	0.0077878125	0.0049089845
0.004678777	0.007893512	0.015939025	0.015526197	0.014806594	0.01592715	0.022201834	0.035941787	0.044162128	0.04194696	0.035668857
0.029831067	0.021789305	0.015664313	0.021470653	0.021988465	0.019236313	0.024264475	0.025991995	0.026238296	0.029135138	0.031671286
0.027019328	0.032443237	0.04430762	0.05206435	0.0691279	0.1129794	0.15111789	0.1785664	0.20624854	0.24348055	0.22825715
0.2575061	0.29701665	0.33931002	0.37604052	0.39634368	0.2490059	0.16474074	0.10912946	0.0752443	0.08018935	0.10340416
0.14997104	0.15528905	0.115463436	0.07544829	0.040818453	0.027410157	0.0059209554	0.008701935	0.0104098795	0.012947511	0.017580941
0.034701426	0.075037114	0.11998993	0.15115106	0.14166607	0.13681021	0.11992088	0.15996262	0.09722296	0.08285679	0.06650189
0.065718725	0.087911405	0.10910108	0.09346955	0.080158375	0.074137755	0.06560057	0.049623646	0.03812601	0.04465931	0.04466559
0.053158127	0.07295173	0.07212169	0.07683741	0.10656181	0.10212165	0.069345765	0.042072237	0.022493584	0.020124692	0.018162558
0.056569353	0.06278465	0.07191889	0.074315	0.08061702	0.088384	0.115198515	0.16569239	0.22015487	0.27892435	0.28202257
0.31433332	0.32356933	0.32993624	0.30599073	0.26400846	0.24843746	0.2848465	0.28538263	0.29409218	0.3378196	0.35919598
0.3233503	0.31582505	0.31710455	0.32950935	0.35000917	0.32568696	0.26625338	0.25773382	0.27611178	0.23250695	0.20383011
0.1887295	0.22762343	0.20651557	0.18121542	0.19080408	0.15943389	0.13772908	0.14861502	0.14369611	0.11619555	0.1102153
0.09322481	0.08741778	0.08400973	0.06551381	0.0524316	0.048820656	0.049783133	0.04966087	0.045262184	0.033529215	0.021241626
0.015882827	0.0102052875	0.0068212384	0.006699997	0.0020316928	0.0008918108	0.0036654326	0.012855002	0.022952436	0.012672961	0.0017276636
0.0025590789	0.0046995706	0.007935812	0.008412901	0.007851033	0.016812837	0.026312402	0.028965045	0.029540915	0.036481854	0.042854115
0.0346917	0.022807205	0.020211397	0.027143223	0.0334265	0.022809872	0.018657422	0.013525169	0.011478169	0.023517918	0.06503769
0.11213689	0.13940893	0.14662652	0.1473372	0.14270212	0.13305795	0.122027315	0.1263878	0.11382874	0.092567615	0.06722247
0.052493732	0.05665604	0.07554807	0.082601905	0.08336457	0.06834195	0.04741217	0.042646095	0.043711763	0.04324641	0.035054244
0.035406914	0.043687604	0.0477179	0.06369444	0.08299011	0.10745228	0.10677728	0.08477669	0.05873101	0.051028606	0.048580725
0.053721916	0.07815614	0.113119304	0.13798966	0.17012416	0.20679505	0.23571874	0.24796437	0.23502386	0.20345286	0.16774905
0.13843475	0.12857741	0.12448636	0.12621431	0.15003754	0.19303809	0.16472705	0.12625316	0.113457546	0.12884627	0.16312891
0.14004242	0.12084808	0.10019545	0.07347396	0.07452449	0.09607109	0.11151971	0.10993712	0.10231737	0.092344545	0.09439484
0.093802266	0.084155895	0.0766996	0.08608249	0.10646154	0.12666851	0.14263777	0.1672664	0.18713306	0.23477028	0.27278256
0.29374415	0.2932889	0.29578912	0.26143935	0.22565256	0.21677299	0.22314201	0.23914263	0.24588446	0.24216446	0.21538238
0.18939623	0.1793586	0.1996474	0.1685554	0.13326588	0.12166101	0.12173302	0.12781923	0.13754681	0.13863008	0.14481366
0.17935604	0.22118706	0.22648324	0.18526469	0.16231717	0.1402948	0.132924	0.14433563	0.16019422	0.16552427	0.16841818
0.15599874	0.13604641	0.1192453	0.107261084	0.12551697	0.13347204	0.13494195	0.14743817	0.18374105	0.22002834	0.23659487
0.25906277	0.26627514	0.31404227	0.36884114	0.3851507	0.43257275	0.38540164	0.31866142	0.27624226	0.2700037	0.29805803
0.3114404	0.29507896	0.2556182	0.21047603	0.18079384	0.16655722	0.1612449	0.16812369	0.17185424	0.17372687	0.18984762
0.21685645	0.20656814	0.20738058	0.20807388	0.19268958	0.21092664	0.22497286	0.24817023	0.2632708	0.2582274	0.2278098
0.19617808	0.16839713	0.13752635	0.117046595	0.1035043	0.084461235	0.07450043	0.073885806	0.08881074	0.09540387	0.09854558
0.07982139	0.07221407	0.06910745	0.06962798	0.060138356	0.05721284	0.06601456	0.08524937	0.106152445	0.12305384	0.10160784
0.07461166	0.06122097	0.049491435	0.041935977	0.034279257	0.025827358	0.018416699	0.017678833	0.018253008	0.0222497	0.038439352
0.043822166	0.046955746	0.04173678	0.031125614	0.027000159	0.028081028	0.03657584	0.046018332	0.07026634	0.10155809	0.13827558
0.16326806	0.19675604	0.21503603	0.20668885	0.19500765	0.16147248	0.14356937	0.15372765	0.18809552	0.2066208	0.20367755
0.19441955	0.1742831	0.17259702	0.17394662	0.18049252	0.18471774	0.20960338	0.24586225	0.29647654	0.35054716	0.41512236
0.48008478	0.50557303	0.5508026	0.48967	0.45026273	0.4200377	0.37419182	0.31616387	0.2589351	0.22768717	0.18789877
0.1501203	0.11804685	0.11113306	0.12260437	0.11051969	0.10620336	0.098994605	0.087699585	0.077463925	0.06891044	0.0681465
0.07554097	0.08053329	0.09154239	0.10338346	0.10035307	0.08398328	0.061875716	0.048560727	0.036246177	0.029150529	0.024033219
0.022320647	0.021605013	0.020726284	0.018142229	0.015364266	0.01840741	0.011673462	0.0055738213	0.0031514463	0.0033151563	0.0040491703
0.010059724	0.017298726	0.025162198	0.03340019	0.03887513	0.038104434	0.058214884	0.053575296	0.05268066	0.049087327	0.03059189
0.018004948	0.016846305	0.01918287	0.022195388	0.02542736	0.029664097	0.031807568	0.020494996	0.023392055	0.030340988	0.045118995
0.071470544	0.10616006	0.13995098	0.16139962	0.17268363	0.18233733	0.18148099	0.18023361	0.17007107	0.15125233	0.135896
0.15489362	0.1843642	0.2108944	0.21732262	0.20777722	0.21041594	0.21995595	0.21517158	0.19815181	0.20482978	0.20185523
0.2155435	0.23844607	0.2572066	0.2613506	0.25914478	0.26052946	0.24394539	0.24343938	0.26251027	0.26965326	0.24528761
0.20782094	0.16682798	0.13937669	0.112441294	0.10706739	0.102140464	0.0835012	0.06353006	0.046937186	0.031540383	0.021770881
0.01588505	0.013918248	0.016670017	0.01831031	0.017296653	0.016124975	0.015911963	0.01623227	0.021127826	0.021092849	0.024110638
0.024891384	0.008965579	0.006985568	0.006401167	0.005751548	0.0063494095	0.0052451347	0.0032800508	0.001097477	0.0019199791	0.0027757029
0.0042840224	0.004685444	0.0038152195	0.0033904323	0.0024907987	0.0043149185	0.0053661964	0.006980102	0.008354376	0.010805699	0.015385429
0.024619816	0.03565692	0.04289882	0.04501347	0.039781686	0.040313404	0.040097453	0.036087222	0.030478032	0.024267113	0.012804692
0.0082891015	0.012783855	0.017978998	0.022007579	0.0080139125	0.0089206	0.009268753	0.010164311	0.012232421	0.016424984	0.021360163
0.026428565	0.03147884	0.031126875	0.03564182	0.045678444	0.031095054	0.03140315	0.030815247	0.030089524	0.030654985	0.031863257
0.0343308	0.0375777	0.037019327	0.037605576	0.036989003	0.029423516	0.024462406	0.02581871	0.032764737	0.03841914	0.04551796
0.054999065	0.062099334	0.06848048	0.081050746	0.105329156	0.12144476	0.12051049	0.10911402	0.09192682	0.09618715	0.10497963
0.1122709	0.12192588	0.14368115	0.15953818	0.1581092	0.13529423	0.11298391	0.08743883	0.0630018	0.05973335	0.077105016
0.09828739	0.12181556	0.15032516	0.17451511	0.19981335	0.23651727	0.2955574	0.36851755	0.40828246	0.37018088	0.36547548
0.35909808	0.34462968	0.3234188	0.29180416	0.2763755	0.27502054	0.2568715	0.22359385	0.2059426	0.19272804	0.18382885
0.2069306	0.23327906	0.23961467	0.25797117	0.2755959	0.2966238	0.32465327	0.34727004	0.3608129	0.3695017	0.39045942
0.45181412	0.45671624	0.44846177	0.43467835	0.42879257	0.38294864	0.3086426	0.30816382	0.32753107	0.33692694	0.36176813
0.3421308	0.3059243	0.20806804	0.17006253	0.16995338	0.1717365	0.18485846	0.19763146	0.19439332	0.1809215	0.1645196
0.17216846	0.1817296	0.23503368	0.19121826	0.1556791	0.122954935	0.09247062	0.0809463	0.061597057	0.039821967	0.023364685
0.014053679	0.013954871	0.021300718	0.047091696	0.047269706	0.03768318	0.03296013	0.04451932	0.07124947	0.08857451	0.121546805
0.17546712	0.25323766	0.3236684	0.3845918	0.4427055	0.4579133	0.46309322	0.4435222	0.43107072	0.40959415	0.38583148
0.32294926	0.21837072	0.1640881	0.09134737	0.062220033	0.068879515	0.07201505	0.06445169	0.09174833	0.10090837	0.10128843
0.090692885	0.06869094	0.07000726	0.097776994	0.17220204	0.23624048	0.32367504	0.28287268	0.27239326	0.25596318	0.21130584
0.16005331	0.109368764	0.06628883	0.04534137	0.048267994	0.052617513	0.05548023	0.063005395	0.064152434	0.082909524	0.1545448
0.2780771	0.43770015	0.5599627	0.53688186	0.49904263	0.52182466	0.47397336	0.49162453	0.5023597	0.5011471	0.5060562
0.5034941	0.48727113	0.46888793	0.44545123	0.40594226	0.34752256	0.29791892	0.25499547	0.21049063	0.1886533	0.13066104
0.09095928	0.07883107	0.08148136	0.09438247	0.091591746	0.08392338	0.07610252	0.07304415	0.07446837	0.10133438	0.107611805
0.13754289	0.13247924	0.11658786	0.12055221	0.1467131	0.15721852	0.13038476	0.12157463	0.12785634	0.11049107	0.08607806
0.047017056	0.05077496	0.054461766	0.053747386	0.04696297	0.03801849	0.034988534	0.04259608	0.052859146	0.073821686	0.09800736
0.135878	0.28563532	0.28238645	0.3352914	0.48142976	0.58628756	0.5932114	0.5705497	0.54184467	0.57543194	0.615021
0.629037	0.6186865	0.6399128	0.7031644	0.7475662	0.83883816	0.91166466	0.92909956	0.8862677	0.77528507	0.6897752
0.6480058	0.60022694	0.44902048	0.50573736	0.632818	0.07162294	0.057283152	0.045414116	0.036839318	0.032695577	0.032647397
0.03821431	0.039135825	0.042289857	0.038744483	0.03003323	0.023312196	0.018135672	0.017284695	0.025808336	0.050171133	0.07444639
0.098690376	0.10248625	0.09536775	0.070385866	0.05336031	0.035623174	0.029416472	0.01924117	0.016561484	0.013906776	0.015413543
0.019853285	0.02356679	0.028186826	0.027908364	0.027559085	0.024539595	0.03201273	0.029141292	0.02950222	0.034024037	0.049892344
0.062250346	0.073374994	0.07580332	0.07479956	0.08088647	0.08210667	0.08610815	0.04802916	0.031608716	0.0206735	0.012955803
0.0064027063	0.008974951	0.019542888	0.027569855	0.039837986	0.058766026	0.073068075	0.06912456	0.025527002	0.024172178	0.031763747
0.0412312	0.056706462	0.078784935	0.09261383	0.115216754	0.1475672	0.15479772	0.16319025	0.15586299	0.12826645	0.105501145
0.09889599	0.09801172	0.10258956	0.11486493	0.12931752	0.14784606	0.16720991	0.19523458	0.19861789	0.20076773	0.14256169
0.13781159	0.12968802	0.1353726	0.13135439	0.14698157	0.16697125	0.1939286	0.21562131	0.22617033	0.2106307	0.19352308
0.11383951	0.15085416	0.20759581	0.21577734	0.21829426	0.22227488	0.21601117	0.23969789	0.2865413	0.3103622	0.3163619
0.29954204	0.28137833	0.26674256	0.28021652	0.31960878	0.35318288	0.36467096	0.38913578	0.39055672	0.37406075	0.33298168
0.30740142	0.2799641	0.24025057	0.26781717	0.2824468	0.2794191	0.25216627	0.21661144	0.16618924	0.13974291	0.14619662
0.16697069	0.17712583	0.15700853	0.08548734	0.067247115	0.05337357	0.051209997	0.042438433	0.035292313	0.031593036	0.031333495
0.033692345	0.026846055	0.021841582	0.016703341	0.01597128	0.010133935	0.010919891	0.015498794	0.027143912	0.04332733	0.067883216
0.10665587	0.14241153	0.15982261	0.17765337	0.18214306	0.16350703	0.20097345	0.2663382	0.3528793	0.4033173	0.43657228
0.4598494	0.4060736	0.39576378	0.39875448	0.4083796	0.41447723	0.4083843	0.42437696	0.45398808	0.5042288	0.5472644
0.63007426	0.6533413	0.676834	0.6392515	0.5477232	0.4692278	0.41490248	0.37195843	0.34760308	0.35297027	0.35324168
0.3681823	0.37677386	0.3644778	0.3257153	0.2992905	0.2651937	0.23090088	0.19605754	0.17504252	0.13358855	0.11012176
0.0833794	0.080950715	0.1020553	0.14884704	0.19272988	0.21160479	0.21144602	0.20775503	0.16458958	0.1422935	0.13328849
0.14614794	0.16712202	0.17984624	0.18990791	0.18857287	0.17618224	0.16298167	0.15311922	0.16767618	0.16610038	0.11552178
0.097047396	0.08637203	0.06399696	0.05541315	0.050756145	0.04959308	0.044124924	0.041331455	0.02973994	0.022411939	0.015469959
0.0151923895	0.016733427	0.01619761	0.011689337	0.011407439	0.0174932	0.024773609	0.028752139	0.036607195	0.04687055	0.060046975
0.07845491	0.06144213	0.08998568	0.118052125	0.15595959	0.19113481	0.22233523	0.23175879	0.2355884	0.21330202	0.19071898
0.16516191	0.15230194	0.092852	0.097341195	0.12943992	0.15618582	0.21732114	0.24326475	0.21817549	0.20243056	0.27268633
0.3791884	0.38482937	0.3806886	0.26997852	0.29645732	0.32262552	0.3629484	0.31157106	0.226191	0.16851453	0.19086915
0.21761407	0.17455284	0.115877435	0.12651192	0.19468297	0.2792237	0.3295185	0.29992387	0.27047968	0.17433076	0.09431005
0.05724867	0.034670494	0.020127447	0.0076343007	0.0018397813	0.0004111513	0.0018629819	0.00607976	0.02718422	0.058667608	0.16109408
0.40703014	0.50860107	0.6337433	0.725984	0.7603604	0.8322357	0.8755803	0.85799855	0.8700393	0.8653119	0.84061205
0.8257366	0.79477364	0.7951411	0.84222436	0.8327082	0.77200997	0.7515318	0.68429923	0.6623278	0.615201	0.56259924
0.51669246	0.40653217	0.3280724	0.2902438	0.26455915	0.26192853	0.26134956	0.2956478	0.4545824	0.45431674	0.42946887
0.41971824	0.43717784	0.46130463	0.5287227	0.58317614	0.623162	0.7411451	0.83652395	0.8437732	0.818597	0.7677928
0.7242005	0.69701827	0.6546663	0.6343607	0.6424193	0.68736595	0.6651066	0.6350578	0.6056697	0.59838235	0.5925188
0.5761486	0.57049674	0.57937956	0.61688393	0.5643974	0.57057524	0.5406362	0.5036791	0.45725402	0.44535246	0.44851232
0.48989663	0.4676061	0.43727458	0.41554132	0.39581522	0.39205113	0.3811352	0.3645216	0.3413241	0.32220387	0.2884428
0.2454855	0.2273932	0.2644657	0.27660924	0.25445604	0.22196293	0.18249895	0.17453258	0.1683204	0.14554816	0.08669599
0.059163723	0.041128203	0.02211754	0.017833399	0.017587347	0.01628237	0.01748262	0.015233054	0.011753309	0.007998561	0.004114903
0.0005904455	5.238175e-05	2.237223e-05	0	0	0	0	1.4718572e-05	1.9498433e-05	0.002113406	0.010329519
0.025981614	0.03613818	0.03791179	0.030880943	0.04370001	0.035347253	0.024932357	0.017149037	0.015377533	0.020579822	0.03297509
0.052549	0.06500114	0.07310917	0.09279201	0.09968283	0.11555637	0.13652548	0.14811645	0.15220405	0.18620965	0.21995929
0.24630712	0.2774745	0.30870092	0.31558633	0.31167847	0.28971025	0.25925902	0.19512908	0.15352778	0.1317107	0.1204037
0.113906026	0.12215014	0.1455855	0.16245355	0.17180079	0.17497851	0.15895729	0.14284079	0.14409183	0.14297004	0.14449525
0.18287091	0.24948812	0.2973896	0.33611727	0.31312895	0.26393673	0.22047526	0.20749402	0.2624241	0.22106114	0.1953293
0.18293302	0.18370804	0.19630627	0.2104335	0.2269462	0.19956058	0.17453948	0.15891793	0.16540083	0.141383	0.12407137
0.124073215	0.098251596	0.06618812	0.064769454	0.07679553	0.13961817	0.16427268	0.18345727	0.2040579	0.18910255	0.2418512
0.27853614	0.28615746	0.2807659	0.28586724	0.26811418	0.25783896	0.23610015	0.24994761	0.25535104	0.2478287	0.21830565
0.22382566	0.20154426	0.15660134	0.12769781	0.09596364	0.07890333	0.06422406	0.08647177	0.09669046	0.09169473	0.073357284
0.04983287	0.042632725	0.03689595	0.04100443	0.044359688	0.048210014	0.061754722	0.068775155	0.08116423	0.084367596	0.112480804
0.1513155	0.1591172	0.13543901	0.15644513	0.15395539	0.11995906	0.08509861	0.063310295	0.05802829	0.062185995	0.05924704
0.049823083	0.03451371	0.029877158	0.028868265	0.021204853	0.017401218	0.012375038	0.012119073	0.010005184	0.009858216	0.008603886
0.010026105	0.011575312	0.015744304	0.017487668	0.010935357	0.01097374	0.011209154	0.013851719	0.0126091475	0.012731113	0.014922804
0.023385191	0.036229238	0.050757118	0.06501932	0.06763367	0.053688027	0.06217437	0.07244417	0.07317233	0.07372459	0.07436719
0.07387337	0.075948015	0.08111629	0.08122294	0.09111821	0.10725656	0.09445159	0.105665796	0.124243096	0.1375676	0.15284601
0.15885153	0.16475615	0.15917674	0.16370179	0.14405866	0.12942505	0.11599896	0.15352367	0.15840547	0.14495647	0.1359559
0.12321328	0.12143289	0.1534783	0.21667658	0.24749245	0.2265666	0.23196386	0.30136183	0.34385005	0.40541044	0.4819708
0.50944686	0.56547105	0.60031664	0.64886737	0.7028887	0.7504583	0.7594341	0.763837	0.7402598	0.7312964	0.67998403
0.69825935	0.6903895	0.6926346	0.6495798	0.5954768	0.5975934	0.63122416	0.6540587	0.6579578	0.63647276	0.5981721
0.57852614	0.5735993	0.6243367	0.74477386	0.8240567	0.8538025	0.88243294	0.9014831	0.90629184	0.9114361	0.9054228
0.8922138	0.8822672	0.87705326	0.8891762	0.90056443	0.8951907	0.8957831	0.90230954	0.9178987	0.9286014	0.9180034
0.87920654	0.78297347	0.76036054	0.7666811	0.81309646	0.82941484	0.84649	0.8539621	0.8434376	0.830924	0.8153611
0.77771246	0.7302399	0.63388824	0.6071665	0.6296898	0.64777356	0.63734853	0.5838712	0.50240636	0.45627487	0.4464965
0.41495195	0.3731029	0.33613163	0.33100027	0.36025512	0.38740343	0.41794333	0.51971817	0.60035175	0.71754384	0.76473576
0.7200657	0.67542255	0.646599	0.61426324	0.6496094	0.6730311	0.6350074	0.57108355	0.54139	0.54768354	0.55821747
0.52491677	0.53822315	0.5183254	0.50476587	0.4983991	0.52127004	0.47364584	0.40760994	0.35677877	0.31542757	0.318851
0.2915948	0.34025228	0.33585995	0.35000753	0.34350592	0.270628	0.20330642	0.15331966	0.15943359	0.190501	0.21424966
0.22196276	0.23135976	0.26638916	0.3299813	0.36293486	0.4024764	0.4187898	0.46908838	0.52159035	0.52395236	0.53070617
0.5482279	0.5812773	0.6240666	0.60646856	0.56991374	0.49532023	0.4563888	0.42548022	0.35977143	0.30944794	0.18926823
0.14980711	0.15543886	0.21037792	0.26429754	0.2795209	0.29218012	0.28468814	0.2720161	0.28273574	0.26068404	0.26552495
0.26333806	0.2559817	0.22376707	0.19488315	0.18948752	0.1876731	0.20551771	0.20559928	0.18460709	0.14034481	0.10214795
0.06180907	0.040428985	0.034699168	0.030000865	0.0345261	0.035363268	0.042862415	0.05189526	0.04828443	0.046376467	0.043130975
0.05495512	0.04785922	0.040111195	0.033166725	0.03511684	0.045682006	0.06549022	0.099704765	0.14815171	0.19589956	0.21881948
0.23384328	0.20060833	0.18264046	0.16884828	0.17498505	0.17580788	0.2099247	0.21337998	0.23224144	0.25920543	0.26281947
0.2986429	0.3447678	0.31478968	0.32518935	0.33057898	0.35058427	0.39904597	0.47564894	0.56532604	0.63853776	0.67072284
0.6501692	0.64965117	0.67443246	0.695065	0.7283187	0.7031152	0.6774403	0.6631362	0.6881906	0.7063501	0.7277769
0.7516296	0.7760423	0.79371935	0.76977843	0.76071614	0.7552939	0.7451714	0.75136244	0.7523154	0.7796627	0.806729
0.83694375	0.8566546	0.85744023	0.82728106	0.7691585	0.668526	0.62555474	0.57043767	0.51939005	0.4975595	0.49287122
0.4923029	0.45865986	0.4236249	0.3708943	0.3428545	0.29978475	0.16890123	0.14529388	0.1258094	0.113372065	0.122491755
0.1366472	0.15525843	0.17197023	0.16641991	0.15442654	0.14369924	0.12044333	0.0662151	0.044663843	0.028363723	0.019453166
0.012770571	0.014093849	0.014487237	0.015053466	0.01460378	0.011757049	0.010203147	0.009033112	0.004373826	0.0033863024	0.004485914
0.0057725296	0.0075362395	0.009926821	0.012388705	0.017218577	0.019576738	0.021245867	0.02104565	0.018028278	0.012726864	0.013860782
0.015980588	0.016762309	0.016622892	0.019515354	0.022282848	0.025149485	0.023948262	0.023167226	0.018922174	0.014633249	0.008073139
0.007661624	0.01036546	0.010703018	0.01249952	0.011944681	0.016296146	0.02911513	0.051763672	0.07552655	0.08974805	0.094526485
0.079398714	0.06577122	0.051374476	0.041001357	0.037871808	0.046859406	0.046811797	0.05338172	0.055472743	0.05259746	0.052637532
0.044905256	0.031223563	0.032362804	0.033578947	0.040040802	0.042704318	0.04376032	0.04989873	0.06854142	0.08935045	0.10920437
0.13233751	0.18165177	0.14310002	0.17097747	0.14965284	0.13121507	0.12588654	0.13875775	0.16857703	0.20865728	0.24432768
0.26710442	0.2684642	0.24247225	0.1571435	0.14356744	0.14455368	0.14484785	0.14523822	0.17661788	0.26851454	0.3759852
0.47574493	0.5126665	0.4675983	0.41817582	0.26602584	0.2877474	0.25489786	0.22760177	0.20813806	0.20894076	0.22723162
0.21631071	0.22120675	0.24780822	0.27141172	0.30636692	0.286549	0.25162518	0.21004805	0.19125521	0.18063328	0.20738721
0.26445398	0.3486189	0.4070692	0.4504042	0.46317688	0.45030254	0.28502065	0.26674667	0.24603419	0.23540464	0.21865156
0.21197563	0.22569631	0.23467216	0.2509259	0.25291854	0.2546325	0.26907805	0.18227626	0.1745548	0.16121069	0.1633471
0.17416805	0.19518684	0.25010836	0.2686957	0.29627362	0.30950543	0.3089782	0.32292002	0.23268177	0.20261818	0.19395112
0.20863564	0.23319314	0.24589244	0.24239798	0.23953457	0.26380637	0.28184423	0.2773628	0.25808072	0.23465596	0.21043953
0.1758431	0.15345769	0.12509255	0.11314187	0.1110552	0.117606275	0.1399196	0.16363886	0.188732	0.21059576	0.22222061
0.19814901	0.18740153	0.17273289	0.1681486	0.15250655	0.12869787	0.11650856	0.12226679	0.12882356	0.12594035	0.12172994
0.13115895	0.13110311	0.119479924	0.09435102	0.06434547	0.043087963	0.041187577	0.045874786	0.055690482	0.056100715	0.053717174
0.05915742	0.06389515	0.055172846	0.045451608	0.03768719	0.034757	0.036097653	0.040175267	0.048067924	0.064102195	0.0744061
0.08007206	0.07919091	0.06855051	0.053071696	0.034106568	0.024494587	0.024963705	0.03678972	0.08632104	0.18163452	0.30289897
0.36663795	0.39147982	0.37969357	0.29676968	0.27611262	0.2578215	0.25032046	0.21536857	0.19369915	0.21243943	0.27745435
0.36245784	0.40362525	0.43783373	0.41979337	0.3602496	0.34869897	0.35181165	0.39589268	0.457099	0.5570727	0.64669645
0.72844684	0.7758882	0.77248216	0.74449813	0.7121479	0.62877816	0.59862787	0.53626806	0.517535	0.5098179	0.5429329
0.5476553	0.5685758	0.60295194	0.6360579	0.66097546	0.6701921	0.61936575	0.63773966	0.6496429	0.7025334	0.72955525
